ORI,year,City,total_pop,crime_type_rate,incidents_per_100k_population,incidents_for_total_population
CO00101,1993,"Aurora, Colo.",246610,violent_per_100k,1807.307,4457
TX22701,1993,"Austin, Texas",502018,violent_per_100k,599.779,3011
MDBPD00,1993,Baltimore,732968,violent_per_100k,2993.992,21945
MA01301,1993,Boston,553870,violent_per_100k,1957.68,10843
NY01401,1993,"Buffalo, N.Y.",324855,violent_per_100k,1859.599,6041
NC06001,1993,"Charlotte-Mecklenburg, N.C.",422862,violent_per_100k,2299.805,9725
ILCPD00,1993,Chicago,2788996,violent_per_100k,2839.122,79183
OHCIP00,1993,Cincinnati,366591,violent_per_100k,1533.316,5621
OHCLP00,1993,Cleveland,505730,violent_per_100k,1643.169,8310
OHCOP00,1993,"Columbus, Ohio",646933,violent_per_100k,1104.597,7146
TXDPD00,1993,Dallas,1042619,violent_per_100k,1743.302,18176
CODPD00,1993,Denver,498402,violent_per_100k,1053.768,5252
MI82349,1993,Detroit,1020062,violent_per_100k,2780.027,28358
TX07102,1993,"El Paso, Texas",554515,violent_per_100k,1101.683,6109
TX22012,1993,"Fort Worth, Texas",463373,violent_per_100k,1506.13,6979
CA01005,1993,"Fresno, Calif.",379977,violent_per_100k,1450.351,5511
HI00200,1993,Honolulu,875455,violent_per_100k,285.68,2501
TXHPD00,1993,Houston,1724327,violent_per_100k,1453.843,25069
INIPD00,1993,Indianapolis,377723,violent_per_100k,1665.771,6292
FL01602,1993,"Jacksonville, Fla.",672310,violent_per_100k,1698.175,11417
MOKPD00,1993,"Kansas City, Mo.",435428,violent_per_100k,2517.293,10961
NV00201,1993,Las Vegas,717441,violent_per_100k,1014.857,7281
CA01941,1993,"Long Beach, Calif.",443259,violent_per_100k,1605.382,7116
CA01942,1993,Los Angeles,3525317,violent_per_100k,2374.283,83701
TNMPD00,1993,"Memphis, Tenn.",618981,violent_per_100k,1633.814,10113
AZ00717,1993,"Mesa, Ariz.",304695,violent_per_100k,766.34,2335
FL01306,1993,Miami,372519,violent_per_100k,3892.956,14502
WIMPD00,1993,Milwaukee,623114,violent_per_100k,965.152,6014
MN02711,1993,Minneapolis,366642,violent_per_100k,1767.664,6481
TN01901,1993,"Nashville, Tenn.",513648,violent_per_100k,1784.101,9164
LANPD00,1993,New Orleans,491619,violent_per_100k,2038.977,10024
NY03030,1993,New York City,7347257,violent_per_100k,2089.8,153543
NJNPD00,1993,"Newark, N.J.",269892,violent_per_100k,3787.441,10222
CA00109,1993,"Oakland, Calif.",377037,violent_per_100k,2601.601,9809
OK05506,1993,Oklahoma City,457448,violent_per_100k,1416.554,6480
NB02802,1993,"Omaha, Neb.",341499,violent_per_100k,1141.731,3899
FL04804,1993,"Orlando, Fla.",176748,violent_per_100k,2342.318,4140
PAPEP00,1993,Philadelphia,1559534,violent_per_100k,1255.247,19576
AZ00723,1993,Phoenix,1039369,violent_per_100k,1145.984,11911
PAPPD00,1993,Pittsburgh,368473,violent_per_100k,1215.557,4479
OR02602,1993,"Portland, Ore.",454889,violent_per_100k,1856.497,8445
NC09201,1993,"Raleigh, N.C.",224057,violent_per_100k,906.019,2030
CA03404,1993,"Sacramento, Calif.",386732,violent_per_100k,1254.098,4850
UT01803,1993,Salt Lake City,170380,violent_per_100k,822.867,1402
TXSPD00,1993,San Antonio,985456,violent_per_100k,682.425,6725
CA03711,1993,San Diego,1160603,violent_per_100k,1160,13463
CA03801,1993,San Francisco,736377,violent_per_100k,1814.967,13365
CA04313,1993,San Jose,809528,violent_per_100k,656.802,5317
WASPD00,1993,Seattle,531274,violent_per_100k,1399.843,7437
MOSPD00,1993,"St. Louis, Mo.",387053,violent_per_100k,3874.922,14998
FL02902,1993,"Tampa, Fla.",288877,violent_per_100k,3246.711,9379
AZ01003,1993,"Tucson, Ariz.",426344,violent_per_100k,1023.352,4363
OK07205,1993,"Tulsa, Okla.",378350,violent_per_100k,1300.648,4921
VA12800,1993,"Virginia Beach, Va.",423387,violent_per_100k,294.766,1248
DCMPD00,1993,"Washington, D.C.",578e3,violent_per_100k,2921.799,16888
KS08703,1993,"Wichita, Kan.",313597,violent_per_100k,874.689,2743
NM00101,1994,"Albuquerque, N.M.",416917,violent_per_100k,1608.713,6707
TX22001,1994,"Arlington, Texas",286748,violent_per_100k,851.968,2443
GAAPD00,1994,Atlanta,411204,violent_per_100k,3570.977,14684
CO00101,1994,"Aurora, Colo.",252833,violent_per_100k,1447.991,3661
TX22701,1994,"Austin, Texas",511676,violent_per_100k,634.972,3249
MDBPD00,1994,Baltimore,739180,violent_per_100k,2834.357,20951
MA01301,1994,Boston,556724,violent_per_100k,1915.491,10664
NY01401,1994,"Buffalo, N.Y.",324354,violent_per_100k,2124.222,6890
NC06001,1994,"Charlotte-Mecklenburg, N.C.",527121,violent_per_100k,1726.738,9102
ILCPD00,1994,Chicago,2802494,violent_per_100k,2793.619,78291
OHCIP00,1994,Cincinnati,366953,violent_per_100k,1323.058,4855
OHCLP00,1994,Cleveland,506230,violent_per_100k,1529.739,7744
OHCOP00,1994,"Columbus, Ohio",647860,violent_per_100k,1043.59,6761
TXDPD00,1994,Dallas,1062677,violent_per_100k,1589.006,16886
CODPD00,1994,Denver,511085,violent_per_100k,920.786,4706
MI82349,1994,Detroit,1022283,violent_per_100k,2687.221,27471
TX07102,1994,"El Paso, Texas",565183,violent_per_100k,949.958,5369
TX22012,1994,"Fort Worth, Texas",472288,violent_per_100k,1277.822,6035
CA01005,1994,"Fresno, Calif.",382655,violent_per_100k,1619.997,6199
HI00200,1994,Honolulu,880687,violent_per_100k,287.049,2528
TXHPD00,1994,Houston,1758016,violent_per_100k,1307.497,22986
INIPD00,1994,Indianapolis,380302,violent_per_100k,1700.491,6467
FL01602,1994,"Jacksonville, Fla.",685776,violent_per_100k,1519.884,10423
MOKPD00,1994,"Kansas City, Mo.",439089,violent_per_100k,2435.269,10693
NV00201,1994,Las Vegas,752577,violent_per_100k,1251.433,9418
CA01941,1994,"Long Beach, Calif.",446383,violent_per_100k,1416.721,6324
CA01942,1994,Los Angeles,3550381,violent_per_100k,2058.99,73102
TNMPD00,1994,"Memphis, Tenn.",628375,violent_per_100k,1568.331,9855
AZ00717,1994,"Mesa, Ariz.",315456,violent_per_100k,749.391,2364
FL01306,1994,Miami,379980,violent_per_100k,3413.601,12971
WIMPD00,1994,Milwaukee,628737,violent_per_100k,1043.68,6562
MN02711,1994,Minneapolis,370834,violent_per_100k,1907.592,7074
TN01901,1994,"Nashville, Tenn.",521301,violent_per_100k,1798.385,9375
LANPD00,1994,New Orleans,493990,violent_per_100k,1886.88,9321
NY03030,1994,New York City,7336224,violent_per_100k,1860.93,136522
NJNPD00,1994,"Newark, N.J.",271025,violent_per_100k,3840.605,10409
CA00109,1994,"Oakland, Calif.",379695,violent_per_100k,2193.866,8330
OK05506,1994,Oklahoma City,461271,violent_per_100k,1402.863,6471
NB02802,1994,"Omaha, Neb.",344975,violent_per_100k,1139.213,3930
FL04804,1994,"Orlando, Fla.",180288,violent_per_100k,2279.131,4109
PAPEP00,1994,Philadelphia,1560576,violent_per_100k,1322.46,20638
AZ00723,1994,Phoenix,1076108,violent_per_100k,1080.468,11627
PAPPD00,1994,Pittsburgh,368594,violent_per_100k,1113.691,4105
OR02602,1994,"Portland, Ore.",463072,violent_per_100k,1902.08,8808
NC09201,1994,"Raleigh, N.C.",228090,violent_per_100k,951.379,2170
CA03404,1994,"Sacramento, Calif.",389458,violent_per_100k,1206.292,4698
UT01803,1994,Salt Lake City,174827,violent_per_100k,755.032,1320
TXSPD00,1994,San Antonio,999900,violent_per_100k,647.165,6471
CA03711,1994,San Diego,1168785,violent_per_100k,1077.957,12599
CA03801,1994,San Francisco,741568,violent_per_100k,1461.363,10837
CA04313,1994,San Jose,815235,violent_per_100k,725.558,5915
WASPD00,1994,Seattle,540268,violent_per_100k,1210.14,6538
MOSPD00,1994,"St. Louis, Mo.",390437,violent_per_100k,3750.669,14644
FL02902,1994,"Tampa, Fla.",294663,violent_per_100k,3482.623,10262
AZ01003,1994,"Tucson, Ariz.",441402,violent_per_100k,1106.021,4882
OK07205,1994,"Tulsa, Okla.",381640,violent_per_100k,1215.543,4639
VA12800,1994,"Virginia Beach, Va.",427471,violent_per_100k,270.896,1158
DCMPD00,1994,"Washington, D.C.",57e4,violent_per_100k,2662.632,15177
KS08703,1994,"Wichita, Kan.",316629,violent_per_100k,742.194,2350
NM00101,1995,"Albuquerque, N.M.",419714,violent_per_100k,1128.149,4735
TX22001,1995,"Arlington, Texas",292324,violent_per_100k,881.214,2576
GAAPD00,1995,Atlanta,404337,violent_per_100k,3646.463,14744
CO00101,1995,"Aurora, Colo.",256957,violent_per_100k,761.995,1958
TX22701,1995,"Austin, Texas",523691,violent_per_100k,773.357,4050
MDBPD00,1995,Baltimore,712209,violent_per_100k,3017.654,21492
MA01301,1995,Boston,550715,violent_per_100k,1737.559,9569
NY01401,1995,"Buffalo, N.Y.",312395,violent_per_100k,2027.241,6333
NC06001,1995,"Charlotte-Mecklenburg, N.C.",544146,violent_per_100k,1695.868,9228
ILCPD00,1995,Chicago,2749811,violent_per_100k,2655.128,73011
OHCIP00,1995,Cincinnati,359749,violent_per_100k,1289.788,4640
OHCLP00,1995,Cleveland,495074,violent_per_100k,1646.219,8150
OHCOP00,1995,"Columbus, Ohio",638729,violent_per_100k,1037.06,6624
TXDPD00,1995,Dallas,1042088,violent_per_100k,1532.404,15969
CODPD00,1995,Denver,505843,violent_per_100k,861.334,4357
MI82349,1995,Detroit,997297,violent_per_100k,2407.608,24011
TX07102,1995,"El Paso, Texas",590215,violent_per_100k,838.339,4948
TX22012,1995,"Fort Worth, Texas",460321,violent_per_100k,1160.929,5344
CA01005,1995,"Fresno, Calif.",388495,violent_per_100k,1456.647,5659
HI00200,1995,Honolulu,880266,violent_per_100k,327.401,2882
TXHPD00,1995,Houston,1734335,violent_per_100k,1283.489,22260
INIPD00,1995,Indianapolis,373973,violent_per_100k,1526.046,5707
FL01602,1995,"Jacksonville, Fla.",679148,violent_per_100k,1412.947,9596
MOKPD00,1995,"Kansas City, Mo.",445549,violent_per_100k,2184.72,9734
NV00201,1995,Las Vegas,793432,violent_per_100k,1200.229,9523
CA01941,1995,"Long Beach, Calif.",436034,violent_per_100k,1295.541,5649
CA01942,1995,Los Angeles,3466211,violent_per_100k,2034.44,70518
TNMPD00,1995,"Memphis, Tenn.",623902,violent_per_100k,1769.348,11039
AZ00717,1995,"Mesa, Ariz.",324654,violent_per_100k,812.557,2638
FL01306,1995,Miami,378720,violent_per_100k,3413.34,12927
WIMPD00,1995,Milwaukee,622467,violent_per_100k,1082.306,6737
MN02711,1995,Minneapolis,357709,violent_per_100k,1978.144,7076
TN01901,1995,"Nashville, Tenn.",523681,violent_per_100k,1790.403,9376
LANPD00,1995,New Orleans,487179,violent_per_100k,2232.444,10876
NY03030,1995,New York City,7319546,violent_per_100k,1557.788,114023
NJNPD00,1995,"Newark, N.J.",260232,violent_per_100k,3985.29,10371
CA00109,1995,"Oakland, Calif.",368771,violent_per_100k,2256.956,8323
OK05506,1995,Oklahoma City,466232,violent_per_100k,1292.704,6027
NB02802,1995,"Omaha, Neb.",348089,violent_per_100k,1029.909,3585
FL04804,1995,"Orlando, Fla.",179649,violent_per_100k,2099.65,3772
PAPEP00,1995,Philadelphia,1529848,violent_per_100k,1428.9,21860
AZ00723,1995,Phoenix,1085706,violent_per_100k,1067.508,11590
PAPPD00,1995,Pittsburgh,354780,violent_per_100k,979.198,3474
OR02602,1995,"Portland, Ore.",458623,violent_per_100k,1925.983,8833
NC09201,1995,"Raleigh, N.C.",240891,violent_per_100k,846.441,2039
CA03404,1995,"Sacramento, Calif.",375845,violent_per_100k,1138.767,4280
UT01803,1995,Salt Lake City,175765,violent_per_100k,782.295,1375
TXSPD00,1995,San Antonio,999900,violent_per_100k,517.852,5178
CA03711,1995,San Diego,1157771,violent_per_100k,956.752,11077
CA03801,1995,San Francisco,738371,violent_per_100k,1476.629,10903
CA04313,1995,San Jose,822845,violent_per_100k,808.05,6649
WASPD00,1995,Seattle,529526,violent_per_100k,926.111,4904
MOSPD00,1995,"St. Louis, Mo.",371425,violent_per_100k,3352.494,12452
FL02902,1995,"Tampa, Fla.",289882,violent_per_100k,3013.295,8735
AZ01003,1995,"Tucson, Ariz.",449981,violent_per_100k,1206.051,5427
OK07205,1995,"Tulsa, Okla.",377152,violent_per_100k,1155.767,4359
VA12800,1995,"Virginia Beach, Va.",435959,violent_per_100k,222.039,968
DCMPD00,1995,"Washington, D.C.",554e3,violent_per_100k,2661.552,14745
KS08703,1995,"Wichita, Kan.",311675,violent_per_100k,701.051,2185
NM00101,1996,"Albuquerque, N.M.",426736,violent_per_100k,1468.589,6267
TX22001,1996,"Arlington, Texas",298632,violent_per_100k,829.784,2478
GAAPD00,1996,Atlanta,413123,violent_per_100k,3315.962,13699
CO00101,1996,"Aurora, Colo.",262168,violent_per_100k,621.357,1629
TX22701,1996,"Austin, Texas",537484,violent_per_100k,710.905,3821
MDBPD00,1996,Baltimore,716446,violent_per_100k,2723.024,19509
MA01301,1996,Boston,552519,violent_per_100k,1656.776,9154
NY01401,1996,"Buffalo, N.Y.",313238,violent_per_100k,1444.269,4524
NC06001,1996,"Charlotte-Mecklenburg, N.C.",554070,violent_per_100k,1609.002,8915
ILCPD00,1996,Chicago,2754118,violent_per_100k,2450.803,67498
OHCIP00,1996,Cincinnati,360457,violent_per_100k,1087.786,3921
OHCLP00,1996,Cleveland,496049,violent_per_100k,1538.356,7631
OHCOP00,1996,"Columbus, Ohio",640297,violent_per_100k,970.799,6216
TXDPD00,1996,Dallas,1060585,violent_per_100k,1535.002,16280
CODPD00,1996,Denver,516224,violent_per_100k,742.313,3832
MI82349,1996,Detroit,1002299,violent_per_100k,2318.57,23239
TX07102,1996,"El Paso, Texas",602951,violent_per_100k,852.142,5138
TX22012,1996,"Fort Worth, Texas",470254,violent_per_100k,1059.853,4984
CA01005,1996,"Fresno, Calif.",392049,violent_per_100k,1392.938,5461
HI00200,1996,Honolulu,878044,violent_per_100k,312.968,2748
TXHPD00,1996,Houston,1772143,violent_per_100k,1267.166,22456
INIPD00,1996,Indianapolis,376531,violent_per_100k,1970.09,7418
FL01602,1996,"Jacksonville, Fla.",690367,violent_per_100k,1414.465,9765
MOKPD00,1996,"Kansas City, Mo.",448474,violent_per_100k,1981.163,8885
NV00201,1996,Las Vegas,831303,violent_per_100k,1011.545,8409
CA01941,1996,"Long Beach, Calif.",440023,violent_per_100k,1151.985,5069
CA01942,1996,Los Angeles,3498139,violent_per_100k,1796.384,62840
TNMPD00,1996,"Memphis, Tenn.",631626,violent_per_100k,1984.56,12535
AZ00717,1996,"Mesa, Ariz.",340818,violent_per_100k,721.499,2459
FL01306,1996,Miami,384976,violent_per_100k,3114.48,11990
WIMPD00,1996,Milwaukee,627139,violent_per_100k,952.58,5974
MN02711,1996,Minneapolis,361595,violent_per_100k,1882.769,6808
TN01901,1996,"Nashville, Tenn.",530059,violent_per_100k,1890.544,10021
LANPD00,1996,New Orleans,488300,violent_per_100k,2257.014,11021
NY03030,1996,New York City,7339594,violent_per_100k,1344.216,98660
NJNPD00,1996,"Newark, N.J.",261909,violent_per_100k,3345.055,8761
CA00109,1996,"Oakland, Calif.",372145,violent_per_100k,2194.843,8168
OK05506,1996,Oklahoma City,469632,violent_per_100k,1130.247,5308
NB02802,1996,"Omaha, Neb.",350607,violent_per_100k,1352.512,4742
FL04804,1996,"Orlando, Fla.",182616,violent_per_100k,2191.484,4002
PAPEP00,1996,Philadelphia,1528403,violent_per_100k,1320.987,20190
AZ00723,1996,Phoenix,1139793,violent_per_100k,923.764,10529
PAPPD00,1996,Pittsburgh,354308,violent_per_100k,804.385,2850
OR02602,1996,"Portland, Ore.",467906,violent_per_100k,1674.482,7835
NC09201,1996,"Raleigh, N.C.",245176,violent_per_100k,860.198,2109
CA03404,1996,"Sacramento, Calif.",379283,violent_per_100k,977.37,3707
UT01803,1996,Salt Lake City,180180,violent_per_100k,833.056,1501
TXSPD00,1996,San Antonio,1021477,violent_per_100k,464.132,4741
CA03711,1996,San Diego,1168364,violent_per_100k,868.565,10148
CA03801,1996,San Francisco,745127,violent_per_100k,1326.754,9886
CA04313,1996,San Jose,830374,violent_per_100k,731.598,6075
WASPD00,1996,Seattle,539591,violent_per_100k,841.934,4543
MOSPD00,1996,"St. Louis, Mo.",374041,violent_per_100k,2727.776,10203
FL02902,1996,"Tampa, Fla.",294670,violent_per_100k,2948.722,8689
AZ01003,1996,"Tucson, Ariz.",472385,violent_per_100k,1100.585,5199
OK07205,1996,"Tulsa, Okla.",379798,violent_per_100k,1165.883,4428
VA12800,1996,"Virginia Beach, Va.",439851,violent_per_100k,244.401,1075
DCMPD00,1996,"Washington, D.C.",543e3,violent_per_100k,2469.797,13411
KS08703,1996,"Wichita, Kan.",312706,violent_per_100k,758.54,2372
NM00101,1997,"Albuquerque, N.M.",431027,violent_per_100k,1317.087,5677
TX22001,1997,"Arlington, Texas",303487,violent_per_100k,797.398,2420
GAAPD00,1997,Atlanta,420865,violent_per_100k,3048.483,12830
CO00101,1997,"Aurora, Colo.",266967,violent_per_100k,621.051,1658
TX22701,1997,"Austin, Texas",546223,violent_per_100k,645.707,3527
MDBPD00,1997,Baltimore,719587,violent_per_100k,2420.277,17416
MA01301,1997,Boston,555024,violent_per_100k,1420.839,7886
NY01401,1997,"Buffalo, N.Y.",312411,violent_per_100k,1284.526,4013
NC06001,1997,"Charlotte-Mecklenburg, N.C.",562005,violent_per_100k,1630.768,9165
ILCPD00,1997,Chicago,2765852,violent_per_100k,2354.067,65110
OHCLP00,1997,Cleveland,496624,violent_per_100k,1458.649,7244
OHCOP00,1997,"Columbus, Ohio",641338,violent_per_100k,933.517,5987
TXDPD00,1997,Dallas,1077829,violent_per_100k,1383.8,14915
CODPD00,1997,Denver,525793,violent_per_100k,672.318,3535
MI82349,1997,Detroit,1021412,violent_per_100k,2151.531,21976
TX07102,1997,"El Paso, Texas",612754,violent_per_100k,791.345,4849
TX22012,1997,"Fort Worth, Texas",477900,violent_per_100k,902.49,4313
CA01005,1997,"Fresno, Calif.",396843,violent_per_100k,1205.011,4782
HI00200,1997,Honolulu,880272,violent_per_100k,299.453,2636
TXHPD00,1997,Houston,1801370,violent_per_100k,1174.495,21157
INIPD00,1997,Indianapolis,378014,violent_per_100k,2077.172,7852
FL01602,1997,"Jacksonville, Fla.",702545,violent_per_100k,1343.259,9437
MOKPD00,1997,"Kansas City, Mo.",452070,violent_per_100k,1895.503,8569
NV00201,1997,Las Vegas,869696,violent_per_100k,1040.823,9052
CA01941,1997,"Long Beach, Calif.",445404,violent_per_100k,944.536,4207
CA01942,1997,Los Angeles,3541309,violent_per_100k,1596.528,56538
TNMPD00,1997,"Memphis, Tenn.",637492,violent_per_100k,1856.651,11836
AZ00717,1997,"Mesa, Ariz.",350592,violent_per_100k,728.482,2554
FL01306,1997,Miami,391766,violent_per_100k,2812.393,11018
WIMPD00,1997,Milwaukee,628507,violent_per_100k,1052.972,6618
MN02711,1997,Minneapolis,363932,violent_per_100k,1850.071,6733
TN01901,1997,"Nashville, Tenn.",531908,violent_per_100k,1746.731,9291
LANPD00,1997,New Orleans,488509,violent_per_100k,1720.337,8404
NY03030,1997,New York City,7320477,violent_per_100k,1268.401,92853
NJNPD00,1997,"Newark, N.J.",264270,violent_per_100k,2734.703,7227
CA00109,1997,"Oakland, Calif.",376696,violent_per_100k,2184.52,8229
OK05506,1997,Oklahoma City,472046,violent_per_100k,1072.989,5065
NB02802,1997,"Omaha, Neb.",351745,violent_per_100k,1385.379,4873
FL04804,1997,"Orlando, Fla.",185837,violent_per_100k,2281.569,4240
PAPEP00,1997,Philadelphia,1524409,violent_per_100k,1259.767,19204
AZ00723,1997,Phoenix,1172538,violent_per_100k,884.918,10376
PAPPD00,1997,Pittsburgh,353248,violent_per_100k,786.416,2778
OR02602,1997,"Portland, Ore.",473696,violent_per_100k,1604.405,7600
NC09201,1997,"Raleigh, N.C.",248591,violent_per_100k,907.515,2256
CA03404,1997,"Sacramento, Calif.",383921,violent_per_100k,968.168,3717
UT01803,1997,Salt Lake City,185553,violent_per_100k,790.61,1467
TXSPD00,1997,San Antonio,1038086,violent_per_100k,401.701,4170
CA03711,1997,San Diego,1182653,violent_per_100k,827.715,9789
CA03801,1997,San Francisco,754239,violent_per_100k,1133.46,8549
CA04313,1997,San Jose,840529,violent_per_100k,736.56,6191
WASPD00,1997,Seattle,547209,violent_per_100k,914.093,5002
MOSPD00,1997,"St. Louis, Mo.",377221,violent_per_100k,2542.541,9591
FL02902,1997,"Tampa, Fla.",299867,violent_per_100k,2663.848,7988
AZ01003,1997,"Tucson, Ariz.",485933,violent_per_100k,1052.82,5116
OK07205,1997,"Tulsa, Okla.",381639,violent_per_100k,1204.279,4596
VA12800,1997,"Virginia Beach, Va.",443844,violent_per_100k,239.724,1064
DCMPD00,1997,"Washington, D.C.",529e3,violent_per_100k,2023.819,10706
KS08703,1997,"Wichita, Kan.",315690,violent_per_100k,833.413,2631
NM00101,1998,"Albuquerque, N.M.",422417,violent_per_100k,1316.945,5563
TX22001,1998,"Arlington, Texas",305948,violent_per_100k,607.62,1859
GAAPD00,1998,Atlanta,414262,violent_per_100k,3047.347,12624
CO00101,1998,"Aurora, Colo.",262465,violent_per_100k,569.981,1496
TX22701,1998,"Austin, Texas",559758,violent_per_100k,540.591,3026
MDBPD00,1998,Baltimore,662253,violent_per_100k,2419.77,16025
MA01301,1998,Boston,559631,violent_per_100k,1327.124,7427
NY01401,1998,"Buffalo, N.Y.",308648,violent_per_100k,1129.118,3485
NC06001,1998,"Charlotte-Mecklenburg, N.C.",593078,violent_per_100k,1454.615,8627
ILCPD00,1998,Chicago,2750917,violent_per_100k,2265.317,62317
OHCLP00,1998,Cleveland,495516,violent_per_100k,1307.93,6481
OHCOP00,1998,"Columbus, Ohio",661227,violent_per_100k,816.815,5401
TXDPD00,1998,Dallas,1087178,violent_per_100k,1465.445,15932
CODPD00,1998,Denver,509343,violent_per_100k,572.502,2916
MI82349,1998,Detroit,999976,violent_per_100k,2442.759,24427
TX07102,1998,"El Paso, Texas",624510,violent_per_100k,700.389,4374
TX22012,1998,"Fort Worth, Texas",497830,violent_per_100k,869.574,4329
CA01005,1998,"Fresno, Calif.",404297,violent_per_100k,1052.197,4254
HI00200,1998,Honolulu,874736,violent_per_100k,267.738,2342
TXHPD00,1998,Houston,1797157,violent_per_100k,1123.052,20183
INIPD00,1998,Indianapolis,759689,violent_per_100k,1135.201,8624
FL01602,1998,"Jacksonville, Fla.",703251,violent_per_100k,1153.642,8113
MOKPD00,1998,"Kansas City, Mo.",447730,violent_per_100k,1867.643,8362
NV00201,1998,Las Vegas,908596,violent_per_100k,776.032,7051
CA01941,1998,"Long Beach, Calif.",430018,violent_per_100k,859.731,3697
CA01942,1998,Los Angeles,3621680,violent_per_100k,1358.513,49201
TNMPD00,1998,"Memphis, Tenn.",604242,violent_per_100k,1498.903,9057
AZ00717,1998,"Mesa, Ariz.",364588,violent_per_100k,661.843,2413
FL01306,1998,Miami,372949,violent_per_100k,2548.606,9505
WIMPD00,1998,Milwaukee,588339,violent_per_100k,1001.973,5895
MN02711,1998,Minneapolis,362124,violent_per_100k,1525.444,5524
TN01901,1998,"Nashville, Tenn.",524124,violent_per_100k,1631.293,8550
LANPD00,1998,New Orleans,471157,violent_per_100k,1461.933,6888
NY03030,1998,New York City,7357745,violent_per_100k,1167.355,85891
NJNPD00,1998,"Newark, N.J.",269205,violent_per_100k,2093.943,5637
CA00109,1998,"Oakland, Calif.",376375,violent_per_100k,1861.973,7008
OK05506,1998,Oklahoma City,463637,violent_per_100k,995.606,4616
NB02802,1998,"Omaha, Neb.",368258,violent_per_100k,1314.568,4841
FL04804,1998,"Orlando, Fla.",181527,violent_per_100k,2252.007,4088
PAPEP00,1998,Philadelphia,1449419,violent_per_100k,1464.449,21226
AZ00723,1998,Phoenix,1225692,violent_per_100k,832.265,10201
PAPPD00,1998,Pittsburgh,354228,violent_per_100k,890.952,3156
OR02602,1998,"Portland, Ore.",488813,violent_per_100k,1372.099,6707
NC09201,1998,"Raleigh, N.C.",256084,violent_per_100k,826.291,2116
CA03404,1998,"Sacramento, Calif.",384703,violent_per_100k,877.56,3376
UT01803,1998,Salt Lake City,178579,violent_per_100k,820.365,1465
TXSPD00,1998,San Antonio,1100791,violent_per_100k,451.403,4969
CA03711,1998,San Diego,1205728,violent_per_100k,725.205,8744
CA03801,1998,San Francisco,741362,violent_per_100k,989.665,7337
CA04313,1998,San Jose,860211,violent_per_100k,599.272,5155
WASPD00,1998,Seattle,538105,violent_per_100k,831.622,4475
MOSPD00,1998,"St. Louis, Mo.",344153,violent_per_100k,2570.95,8848
FL02902,1998,"Tampa, Fla.",295027,violent_per_100k,2556.715,7543
AZ01003,1998,"Tucson, Ariz.",467677,violent_per_100k,1033.619,4834
OK07205,1998,"Tulsa, Okla.",386251,violent_per_100k,1131.389,4370
VA12800,1998,"Virginia Beach, Va.",436205,violent_per_100k,226.958,990
DCMPD00,1998,"Washington, D.C.",523e3,violent_per_100k,1718.547,8988
KS08703,1998,"Wichita, Kan.",329179,violent_per_100k,665.292,2190
NM00101,1999,"Albuquerque, N.M.",420169,violent_per_100k,1250.687,5255
TX22001,1999,"Arlington, Texas",310910,violent_per_100k,627.513,1951
GAAPD00,1999,Atlanta,411291,violent_per_100k,2729.454,11226
CO00101,1999,"Aurora, Colo.",255938,violent_per_100k,568.106,1454
TX22701,1999,"Austin, Texas",560389,violent_per_100k,497.868,2790
MDBPD00,1999,Baltimore,650588,violent_per_100k,2870.788,18677
MA01301,1999,Boston,557812,violent_per_100k,1302.052,7263
NY01401,1999,"Buffalo, N.Y.",301069,violent_per_100k,1077.162,3243
NC06001,1999,"Charlotte-Mecklenburg, N.C.",604931,violent_per_100k,1345.277,8138
ILCPD00,1999,Chicago,2821032,violent_per_100k,1820.15,51347
OHCIP00,1999,Cincinnati,337815,violent_per_100k,737.386,2491
OHCLP00,1999,Cleveland,497903,violent_per_100k,1215.297,6051
OHCOP00,1999,"Columbus, Ohio",673401,violent_per_100k,854.617,5755
TXDPD00,1999,Dallas,1091386,violent_per_100k,1414.257,15435
CODPD00,1999,Denver,509624,violent_per_100k,570.813,2909
MI82349,1999,Detroit,975020,violent_per_100k,2253.902,21976
TX07102,1999,"El Paso, Texas",623888,violent_per_100k,686.021,4280
TX22012,1999,"Fort Worth, Texas",498883,violent_per_100k,851.101,4246
CA01005,1999,"Fresno, Calif.",403966,violent_per_100k,992.163,4008
HI00200,1999,Honolulu,866566,violent_per_100k,253.645,2198
TXHPD00,1999,Houston,1812277,violent_per_100k,1187.291,21517
INIPD00,1999,Indianapolis,759066,violent_per_100k,1016.249,7714
FL01602,1999,"Jacksonville, Fla.",702462,violent_per_100k,1034.22,7265
MOKPD00,1999,"Kansas City, Mo.",443992,violent_per_100k,1749.131,7766
NV00201,1999,Las Vegas,922450,violent_per_100k,664.86,6133
CA01941,1999,"Long Beach, Calif.",437218,violent_per_100k,744.937,3257
CA01942,1999,Los Angeles,3650138,violent_per_100k,1283.239,46840
TNMPD00,1999,"Memphis, Tenn.",609851,violent_per_100k,1410.508,8602
AZ00717,1999,"Mesa, Ariz.",368537,violent_per_100k,578.504,2132
FL01306,1999,Miami,373450,violent_per_100k,2104.967,7861
WIMPD00,1999,Milwaukee,580899,violent_per_100k,1043.383,6061
MN02711,1999,Minneapolis,355949,violent_per_100k,1388.682,4943
TN01901,1999,"Nashville, Tenn.",522935,violent_per_100k,1607.274,8405
LANPD00,1999,New Orleans,465828,violent_per_100k,1273.217,5931
